Timestamp,Cell_ID,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users,Observation,Possible_Root_Cause,Recommended_Action
2026-01-06 18:55:00,Cell_01,-88.43,17.26,115.06,299.99,1.28,171,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:00:00,Cell_05,-91.02,15.08,118.53,288.27,0.7,171,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:05:00,Cell_02,-92.29,14.53,119.19,232.61,1.86,157,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:05:00,Cell_04,-109.58,6.82,94.32,126.87,1.09,119,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-06 19:05:00,Cell_01,-90.07,14.52,122.16,284.33,1.68,187,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:05:00,Cell_03,-102.02,7.42,117.31,192.1,1.27,158,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-06 19:10:00,Cell_05,-95.43,11.98,123.63,271.05,1.55,186,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:10:00,Cell_01,-85.11,17.36,127.24,295.48,1.7,180,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:15:00,Cell_01,-92.65,17.52,120.22,316.07,1.37,181,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:15:00,Cell_04,-106.69,5.24,97.55,125.02,1.27,121,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-06 19:20:00,Cell_01,-89.37,13.74,128.18,272.61,1.65,176,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:25:00,Cell_01,-88.38,13.96,123.07,270.9,1.63,181,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:30:00,Cell_04,-107.49,4.36,109.05,130.93,1.13,138,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-06 19:30:00,Cell_01,-92.08,16.46,136.21,297.93,1.7,179,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:30:00,Cell_03,-104.63,9.65,108.44,198.73,1.04,152,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-06 19:35:00,Cell_01,-88.37,15.01,140.44,302.5,1.59,196,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:45:00,Cell_03,-102.32,9.71,115.11,183.73,1.53,146,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-06 19:45:00,Cell_01,-87.15,16.9,108.07,292.62,1.47,171,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:45:00,Cell_05,-88.4,11.63,118.62,251.98,1.82,165,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:55:00,Cell_03,-99.04,10.48,113.49,185.41,1.83,150,High Latency,Core network congestion,Check UPF utilization
2026-01-06 19:55:00,Cell_01,-85.51,14.43,127.08,286.23,1.53,177,High Latency,Core network congestion,Check UPF utilization
2026-01-06 20:00:00,Cell_02,-95.28,11.32,121.74,218.25,1.8,161,High Latency,Core network congestion,Check UPF utilization
2026-01-06 20:05:00,Cell_01,-87.72,17.28,115.8,281.38,1.49,164,High Latency,Core network congestion,Check UPF utilization
2026-01-06 20:10:00,Cell_01,-87.55,17.0,117.49,292.9,1.72,170,High Latency,Core network congestion,Check UPF utilization
2026-01-06 20:15:00,Cell_01,-88.62,16.47,125.09,275.06,2.11,167,High Latency,Core network congestion,Check UPF utilization
2026-01-06 20:20:00,Cell_01,-91.94,13.66,120.91,259.97,1.48,174,High Latency,Core network congestion,Check UPF utilization
2026-01-06 20:25:00,Cell_01,-82.56,17.54,119.63,301.87,1.29,170,High Latency,Core network congestion,Check UPF utilization
2026-01-06 20:30:00,Cell_01,-89.0,14.99,127.12,285.83,1.43,175,High Latency,Core network congestion,Check UPF utilization
2026-01-06 21:05:00,Cell_01,-83.21,17.4,114.71,254.84,1.39,146,High Latency,Core network congestion,Check UPF utilization
2026-01-07 00:15:00,Cell_04,-117.37,2.78,130.67,34.51,7.14,41,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-07 01:10:00,Cell_02,-103.89,13.32,79.92,58.21,4.87,51,High Packet Loss,Backhaul issues,Inspect transport network
2026-01-07 01:40:00,Cell_04,-101.21,5.39,35.1,31.43,0.3,42,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-07 02:35:00,Cell_03,-110.18,5.83,124.8,32.8,4.74,61,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-07 03:05:00,Cell_01,-82.64,21.1,47.49,107.36,0.0,53,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-07 03:15:00,Cell_03,-106.4,8.66,117.17,46.22,3.24,46,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-07 03:35:00,Cell_05,-105.19,10.44,96.76,43.16,6.87,53,"Low RSRP, High Latency, High Packet Loss","Poor radio coverage, Core network congestion, Backhaul issues","Optimize antenna tilt, Check UPF utilization, Inspect transport network"
2026-01-07 03:55:00,Cell_05,-80.21,19.28,46.88,118.28,0.03,57,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-07 04:30:00,Cell_04,-99.72,7.69,37.63,40.82,0.03,37,Low SINR,High interference,Review neighboring cell configuration
2026-01-07 05:25:00,Cell_02,-100.45,9.44,121.68,59.69,5.86,59,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-07 06:55:00,Cell_03,-111.59,7.67,117.65,75.61,7.18,83,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-07 08:15:00,Cell_01,-81.57,19.11,86.91,225.0,0.68,123,High Latency,Core network congestion,Check UPF utilization
2026-01-07 08:15:00,Cell_04,-113.03,2.52,150.19,34.06,7.56,82,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-07 08:25:00,Cell_01,-100.76,8.75,133.04,108.14,6.35,129,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-07 09:20:00,Cell_01,-103.72,12.73,183.44,168.73,6.21,146,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-07 09:55:00,Cell_05,-101.25,11.02,136.32,116.4,5.48,137,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-07 10:45:00,Cell_01,-81.97,17.89,110.45,252.28,1.47,143,High Latency,Core network congestion,Check UPF utilization
2026-01-07 14:25:00,Cell_02,-108.7,8.24,106.83,58.17,5.65,74,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-07 16:30:00,Cell_05,-101.24,10.33,171.15,95.18,3.28,112,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-07 17:25:00,Cell_03,-118.84,5.53,156.86,125.72,5.38,142,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-07 17:35:00,Cell_05,-91.51,15.43,119.36,286.48,1.42,177,High Latency,Core network congestion,Check UPF utilization
2026-01-07 17:40:00,Cell_01,-86.75,14.28,131.36,271.07,2.1,174,High Latency,Core network congestion,Check UPF utilization
2026-01-07 17:45:00,Cell_02,-112.15,10.15,163.23,147.7,2.86,141,"Low RSRP, High Latency","Poor radio coverage, Core network congestion","Optimize antenna tilt, Check UPF utilization"
2026-01-07 17:50:00,Cell_05,-92.61,17.33,112.27,267.05,1.7,156,High Latency,Core network congestion,Check UPF utilization
2026-01-07 17:55:00,Cell_03,-105.35,12.28,116.94,228.25,1.16,149,"Low RSRP, High Latency","Poor radio coverage, Core network congestion","Optimize antenna tilt, Check UPF utilization"
2026-01-07 17:55:00,Cell_01,-88.17,15.07,119.05,259.57,1.95,172,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:00:00,Cell_05,-93.3,14.02,123.8,250.68,1.81,164,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:05:00,Cell_05,-91.84,15.14,127.4,288.23,1.52,171,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:05:00,Cell_01,-89.02,18.82,117.46,290.41,1.73,165,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:15:00,Cell_01,-86.56,14.34,124.53,272.6,1.91,179,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:20:00,Cell_05,-95.72,13.99,116.45,261.05,1.82,165,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:20:00,Cell_01,-90.69,18.23,126.64,309.75,1.64,175,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:25:00,Cell_01,-93.19,17.6,117.33,287.46,1.15,166,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:30:00,Cell_01,-84.12,14.51,127.7,293.2,1.62,185,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:35:00,Cell_05,-86.22,12.78,117.04,245.59,1.74,165,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:35:00,Cell_03,-99.97,10.61,110.51,206.32,1.52,156,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:35:00,Cell_01,-93.87,10.67,167.53,179.35,6.2,175,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-07 18:40:00,Cell_01,-87.02,15.92,124.3,285.77,1.65,175,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:40:00,Cell_02,-96.31,13.77,123.24,250.38,1.62,168,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:45:00,Cell_01,-84.45,16.67,124.82,300.97,1.89,177,High Latency,Core network congestion,Check UPF utilization
2026-01-07 18:50:00,Cell_01,-85.75,15.79,128.39,305.02,1.5,178,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:00:00,Cell_01,-88.89,15.16,122.6,272.68,1.65,175,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:05:00,Cell_01,-87.1,16.54,120.16,286.26,1.91,168,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:05:00,Cell_03,-102.67,9.95,113.82,174.44,1.37,150,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-07 19:10:00,Cell_01,-81.18,12.59,133.86,269.4,1.89,198,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:10:00,Cell_03,-99.57,8.77,116.51,182.8,1.51,149,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-07 19:10:00,Cell_05,-87.68,13.66,115.22,239.29,1.85,167,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:15:00,Cell_01,-89.12,14.43,125.2,281.15,1.81,184,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:20:00,Cell_01,-86.73,15.32,117.2,290.75,1.18,176,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:25:00,Cell_01,-90.5,17.36,121.41,325.67,1.91,181,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:25:00,Cell_02,-91.68,11.81,122.91,233.26,1.66,167,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:30:00,Cell_01,-86.03,14.0,125.79,301.13,1.6,192,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:30:00,Cell_03,-99.31,9.89,108.21,218.14,1.7,150,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-07 19:35:00,Cell_01,-83.55,15.47,119.32,298.57,1.87,175,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:40:00,Cell_03,-101.54,8.33,112.31,171.03,1.61,148,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-07 19:40:00,Cell_01,-89.4,17.83,109.71,302.58,1.0,173,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:45:00,Cell_01,-86.32,15.05,128.13,282.74,1.37,181,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:45:00,Cell_05,-94.62,13.3,121.53,279.88,1.18,170,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:50:00,Cell_01,-88.85,16.16,124.29,290.79,1.25,176,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:50:00,Cell_02,-90.81,13.27,119.62,265.99,1.82,164,High Latency,Core network congestion,Check UPF utilization
2026-01-07 19:55:00,Cell_01,-87.46,16.37,127.91,296.13,1.67,179,High Latency,Core network congestion,Check UPF utilization
2026-01-07 20:00:00,Cell_03,-101.57,11.75,109.51,231.16,1.58,157,High Latency,Core network congestion,Check UPF utilization
2026-01-07 20:00:00,Cell_01,-92.25,16.0,119.56,285.33,1.55,176,High Latency,Core network congestion,Check UPF utilization
2026-01-07 20:05:00,Cell_01,-87.88,14.84,120.62,281.47,1.68,172,High Latency,Core network congestion,Check UPF utilization
2026-01-07 20:05:00,Cell_05,-99.46,8.35,148.88,152.49,5.56,159,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-07 20:10:00,Cell_01,-86.75,15.15,123.38,270.3,1.84,177,High Latency,Core network congestion,Check UPF utilization
2026-01-07 20:25:00,Cell_01,-86.18,13.35,119.88,244.39,1.5,171,High Latency,Core network congestion,Check UPF utilization
2026-01-07 20:30:00,Cell_01,-87.79,16.43,120.42,295.61,2.17,173,High Latency,Core network congestion,Check UPF utilization
2026-01-07 20:50:00,Cell_01,-84.06,18.08,113.84,276.21,1.59,158,High Latency,Core network congestion,Check UPF utilization
2026-01-07 21:00:00,Cell_01,-82.39,16.76,113.48,255.03,1.4,155,High Latency,Core network congestion,Check UPF utilization
2026-01-07 21:10:00,Cell_04,-104.64,3.53,97.79,107.25,1.46,103,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-07 23:00:00,Cell_03,-109.18,7.66,135.31,64.75,4.41,79,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-08 00:20:00,Cell_04,-98.62,7.19,37.52,49.08,0.25,36,Low SINR,High interference,Review neighboring cell configuration
2026-01-08 01:10:00,Cell_01,-79.11,19.71,46.94,88.98,0.0,56,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-08 01:10:00,Cell_04,-105.26,9.82,29.47,45.73,0.25,33,"Low RSRP, Low SINR","Poor radio coverage, High interference","Optimize antenna tilt, Review neighboring cell configuration"
2026-01-08 01:25:00,Cell_04,-103.47,7.04,45.88,26.07,0.68,31,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-08 01:45:00,Cell_04,-104.85,9.3,38.0,35.08,0.4,34,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-08 02:05:00,Cell_01,-76.87,16.34,42.98,69.63,0.06,43,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-08 02:10:00,Cell_01,-83.91,20.41,44.45,83.67,0.22,48,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-08 02:15:00,Cell_05,-103.61,11.83,112.45,74.91,6.06,69,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-08 02:20:00,Cell_04,-104.11,5.98,38.86,32.15,0.01,36,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-08 02:50:00,Cell_04,-101.93,9.96,37.69,41.57,0.24,28,Low SINR,High interference,Review neighboring cell configuration
2026-01-08 03:00:00,Cell_03,-106.18,6.9,121.22,49.08,6.86,51,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-08 03:40:00,Cell_03,-115.82,8.77,92.7,58.3,3.59,65,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-08 03:45:00,Cell_01,-102.66,14.91,87.09,78.69,6.15,58,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-08 04:35:00,Cell_04,-104.98,7.13,44.64,40.03,0.61,31,Low SINR,High interference,Review neighboring cell configuration
2026-01-08 05:05:00,Cell_04,-105.66,7.15,39.49,44.1,0.51,39,"Low RSRP, Low SINR","Poor radio coverage, High interference","Optimize antenna tilt, Review neighboring cell configuration"
2026-01-08 05:25:00,Cell_05,-97.18,11.18,107.4,87.85,5.69,76,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-08 11:40:00,Cell_01,-93.43,11.49,134.14,139.21,6.41,121,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-08 13:15:00,Cell_01,-103.67,14.13,141.2,129.68,6.23,108,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-08 15:30:00,Cell_01,-99.45,12.54,124.5,111.81,4.66,98,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-08 17:15:00,Cell_01,-85.5,16.9,112.66,278.66,1.55,156,High Latency,Core network congestion,Check UPF utilization
2026-01-08 17:45:00,Cell_01,-88.35,17.52,112.92,272.18,1.69,166,High Latency,Core network congestion,Check UPF utilization
2026-01-08 17:50:00,Cell_01,-88.28,16.07,132.03,307.13,1.8,183,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:00:00,Cell_05,-94.23,16.35,117.16,280.27,1.62,165,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:05:00,Cell_01,-88.48,14.94,119.24,279.78,1.36,178,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:10:00,Cell_01,-86.35,16.29,125.11,295.43,2.09,171,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:15:00,Cell_01,-89.45,16.71,115.55,293.46,1.81,178,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:20:00,Cell_01,-90.43,17.13,125.55,312.97,1.92,178,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:25:00,Cell_01,-86.85,13.94,129.84,293.24,1.62,192,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:30:00,Cell_01,-91.76,11.96,120.22,251.89,1.3,180,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:30:00,Cell_05,-86.64,14.07,119.57,264.94,1.87,171,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:35:00,Cell_04,-119.63,2.91,149.4,102.84,7.62,126,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-08 18:35:00,Cell_01,-88.45,14.81,126.56,273.64,1.76,172,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:35:00,Cell_03,-105.6,11.72,120.75,228.94,1.02,155,"Low RSRP, High Latency","Poor radio coverage, Core network congestion","Optimize antenna tilt, Check UPF utilization"
2026-01-08 18:40:00,Cell_05,-90.68,12.5,117.37,256.65,1.58,169,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:40:00,Cell_01,-91.06,15.96,125.12,312.43,1.4,186,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:45:00,Cell_05,-110.41,7.96,160.73,175.72,6.64,175,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-08 18:45:00,Cell_01,-90.64,14.84,119.04,269.7,1.75,169,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:45:00,Cell_02,-93.23,10.82,118.21,204.17,1.7,156,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:50:00,Cell_05,-91.52,16.22,122.45,271.37,1.55,172,High Latency,Core network congestion,Check UPF utilization
2026-01-08 18:55:00,Cell_04,-110.04,5.56,95.77,142.18,0.91,134,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-08 18:55:00,Cell_03,-100.83,8.94,103.12,198.8,1.65,154,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-08 18:55:00,Cell_05,-93.07,13.55,121.75,267.43,1.2,174,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:00:00,Cell_01,-83.75,13.45,120.62,268.58,1.2,182,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:00:00,Cell_05,-87.95,11.81,123.01,249.61,1.31,169,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:05:00,Cell_01,-92.8,15.55,123.51,279.25,1.89,179,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:10:00,Cell_04,-108.81,7.26,93.82,145.39,1.24,121,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-08 19:10:00,Cell_01,-89.62,15.59,126.32,295.44,1.6,180,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:10:00,Cell_05,-93.49,14.04,127.68,270.19,1.87,175,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:15:00,Cell_04,-110.21,5.72,96.16,117.65,0.65,121,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-08 19:15:00,Cell_01,-89.79,16.74,118.97,292.34,1.86,170,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:20:00,Cell_04,-116.12,0.01,144.96,81.7,4.57,121,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-08 19:20:00,Cell_01,-91.24,17.59,131.34,311.87,2.26,177,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:20:00,Cell_05,-92.88,12.22,128.08,269.55,1.53,182,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:25:00,Cell_05,-92.77,13.96,119.1,240.89,1.88,164,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:25:00,Cell_01,-95.07,17.06,118.44,292.18,1.18,169,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:30:00,Cell_01,-86.27,15.93,122.28,296.36,1.85,178,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:30:00,Cell_05,-93.57,14.91,124.71,272.3,1.61,176,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:35:00,Cell_01,-84.41,17.52,118.8,293.2,1.9,168,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:40:00,Cell_01,-89.63,16.93,119.99,312.06,1.39,184,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:45:00,Cell_03,-98.67,9.61,119.62,212.34,1.4,156,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-08 19:45:00,Cell_01,-89.61,14.8,128.9,277.09,1.14,173,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:50:00,Cell_01,-86.64,15.04,121.66,275.85,1.28,174,High Latency,Core network congestion,Check UPF utilization
2026-01-08 19:50:00,Cell_03,-98.89,9.79,114.52,189.45,1.76,149,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-08 19:55:00,Cell_01,-92.18,16.12,119.2,293.21,1.99,180,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:05:00,Cell_01,-86.13,15.74,122.6,262.48,1.53,164,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:10:00,Cell_05,-90.06,16.61,121.44,283.17,1.33,168,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:10:00,Cell_01,-84.94,16.57,121.48,293.99,1.48,176,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:15:00,Cell_01,-87.37,16.88,122.37,287.68,1.21,171,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:25:00,Cell_01,-88.39,13.98,123.13,269.48,1.52,180,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:25:00,Cell_05,-91.03,15.8,124.39,264.72,1.84,159,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:30:00,Cell_01,-82.93,15.42,117.56,258.87,1.76,159,High Latency,Core network congestion,Check UPF utilization
2026-01-08 20:35:00,Cell_01,-101.69,9.43,167.9,168.58,7.79,156,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-09 00:05:00,Cell_04,-103.22,7.33,35.32,15.47,0.0,27,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-09 00:05:00,Cell_01,-77.68,17.91,49.19,93.16,0.0,55,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-09 00:25:00,Cell_04,-100.5,11.78,34.52,35.06,0.43,33,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-09 00:45:00,Cell_05,-97.58,8.17,92.05,52.37,4.75,53,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-09 01:50:00,Cell_04,-117.2,-1.17,86.61,30.37,3.26,44,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-09 02:10:00,Cell_04,-104.32,9.46,38.59,33.51,0.5,28,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
