Timestamp,Cell_ID,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users
2026-01-05 09:15:00,Cell_01,-85.1,19.05,100.95,234.79,0.67,129
2026-01-05 09:20:00,Cell_01,-84.49,14.66,97.42,188.45,1.37,127
2026-01-05 09:25:00,Cell_01,-85.73,16.07,107.57,229.47,1.44,145
2026-01-05 09:30:00,Cell_01,-89.96,17.37,101.79,246.92,1.11,144
2026-01-05 09:35:00,Cell_01,-90.73,14.91,114.47,230.96,1.67,148
2026-01-05 09:40:00,Cell_01,-83.95,14.56,108.24,216.75,1.58,152
2026-01-05 09:45:00,Cell_01,-82.42,13.46,98.26,202.22,1.41,137
2026-01-05 09:50:00,Cell_01,-90.63,17.46,99.14,262.05,0.62,150
2026-01-05 09:55:00,Cell_01,-90.18,16.16,102.69,236.89,0.81,142
2026-01-05 10:00:00,Cell_01,-88.12,15.81,102.4,248.77,1.27,151
2026-01-05 10:05:00,Cell_01,-89.93,14.86,103.95,238.47,1.27,143
2026-01-05 10:10:00,Cell_01,-85.71,16.8,102.49,216.73,1.29,139
2026-01-05 10:15:00,Cell_01,-92.47,15.13,105.13,212.31,0.56,139
2026-01-05 10:20:00,Cell_01,-87.34,17.43,101.14,249.77,1.53,153
2026-01-05 10:25:00,Cell_01,-89.8,16.57,109.58,229.69,2.0,143
2026-01-05 10:30:00,Cell_01,-93.13,14.22,95.2,223.39,0.97,137
2026-01-05 10:35:00,Cell_01,-87.82,15.63,105.46,246.59,1.1,152
2026-01-05 10:40:00,Cell_01,-81.64,17.06,97.74,250.33,1.24,142
2026-01-05 10:45:00,Cell_01,-85.25,16.52,110.24,256.08,1.63,142
2026-01-05 10:50:00,Cell_01,-90.88,18.14,105.23,257.52,1.38,151
2026-01-05 10:55:00,Cell_01,-87.83,16.89,100.77,217.97,2.02,130
2026-01-05 11:00:00,Cell_01,-89.83,16.27,99.39,209.13,1.25,131
2026-01-05 11:05:00,Cell_01,-89.05,16.11,111.41,250.2,1.67,149
2026-01-05 11:10:00,Cell_01,-88.63,17.74,110.66,253.65,0.92,142
2026-01-05 11:15:00,Cell_01,-93.49,17.21,98.57,245.66,1.02,139
2026-01-05 11:20:00,Cell_01,-87.71,15.84,94.04,202.77,0.97,128
2026-01-05 11:25:00,Cell_01,-85.58,16.02,86.33,203.54,0.51,127
2026-01-05 11:30:00,Cell_01,-83.86,14.25,89.67,196.01,0.9,130
2026-01-05 11:35:00,Cell_01,-86.46,18.94,89.4,227.12,1.0,124
2026-01-05 11:40:00,Cell_01,-85.23,14.86,95.36,204.65,1.2,129
2026-01-05 11:45:00,Cell_01,-87.24,18.11,88.8,217.77,0.15,128
2026-01-05 11:50:00,Cell_01,-85.1,14.32,91.7,175.62,0.74,117
2026-01-05 11:55:00,Cell_01,-86.18,17.91,89.81,211.78,0.76,117
2026-01-05 12:00:00,Cell_01,-88.89,16.65,92.68,204.62,0.77,124
2026-01-05 12:05:00,Cell_01,-83.86,14.44,97.52,192.33,1.25,122
2026-01-05 12:10:00,Cell_01,-85.65,17.6,84.6,190.8,0.6,110
2026-01-05 12:15:00,Cell_01,-85.63,17.21,86.78,214.72,1.23,118
2026-01-05 12:20:00,Cell_01,-83.15,16.56,93.9,215.39,0.82,121
2026-01-05 12:25:00,Cell_01,-83.89,15.52,92.02,192.34,0.88,120
2026-01-05 12:30:00,Cell_01,-86.07,18.87,91.64,198.47,0.58,112
2026-01-05 12:35:00,Cell_01,-82.13,16.02,91.64,183.1,0.84,116
2026-01-05 12:40:00,Cell_01,-87.35,14.4,87.75,166.28,0.46,114
2026-01-05 12:45:00,Cell_01,-81.26,20.63,79.08,173.57,0.53,96
2026-01-05 12:50:00,Cell_01,-87.26,16.67,95.08,188.59,0.25,117
2026-01-05 12:55:00,Cell_01,-87.26,18.63,74.59,193.49,1.22,103
2026-01-05 13:00:00,Cell_01,-85.51,16.52,85.88,181.85,0.95,111
2026-01-05 13:05:00,Cell_01,-87.43,15.8,74.25,156.23,0.58,100
2026-01-05 13:10:00,Cell_01,-80.6,14.38,80.58,160.19,1.0,101
2026-01-05 13:15:00,Cell_01,-85.0,16.51,69.51,168.29,0.8,98
2026-01-05 13:20:00,Cell_01,-85.91,17.4,93.42,173.47,1.34,95
2026-01-05 13:25:00,Cell_01,-83.89,16.15,80.78,157.96,1.01,102
2026-01-05 13:30:00,Cell_01,-83.79,17.76,68.54,171.1,1.17,92
2026-01-05 13:35:00,Cell_01,-85.02,16.36,69.73,135.73,0.56,82
2026-01-05 13:40:00,Cell_01,-86.26,19.07,74.63,177.69,0.27,99
2026-01-05 13:45:00,Cell_01,-88.38,18.59,79.36,139.09,0.82,86
2026-01-05 13:50:00,Cell_01,-83.17,17.8,74.4,147.51,0.27,88
2026-01-05 13:55:00,Cell_01,-84.17,17.82,68.25,159.77,0.72,87
2026-01-05 14:00:00,Cell_01,-84.12,17.71,73.61,147.54,0.64,88
2026-01-05 14:05:00,Cell_01,-88.48,17.8,70.5,153.58,0.56,92
2026-01-05 14:10:00,Cell_01,-86.69,16.8,65.82,166.69,0.73,96
2026-01-05 14:15:00,Cell_01,-86.26,20.91,75.28,175.93,0.79,85
2026-01-05 14:20:00,Cell_01,-86.73,16.46,75.44,161.01,0.93,96
2026-01-05 14:25:00,Cell_01,-87.56,17.03,72.21,165.25,0.69,96
2026-01-05 14:30:00,Cell_01,-86.36,17.51,75.09,150.62,0.63,91
2026-01-05 14:35:00,Cell_01,-84.74,16.76,79.27,182.75,0.67,108
2026-01-05 14:40:00,Cell_01,-84.15,17.07,71.11,148.29,1.37,89
2026-01-05 14:45:00,Cell_01,-88.94,18.96,67.79,162.19,0.89,84
2026-01-05 14:50:00,Cell_01,-86.08,17.8,80.89,177.45,0.64,98
2026-01-05 14:55:00,Cell_01,-85.36,18.37,89.07,206.14,0.98,114
2026-01-05 15:00:00,Cell_01,-85.05,16.38,82.96,179.04,0.77,106
2026-01-05 15:05:00,Cell_01,-82.82,16.49,88.44,154.34,0.7,92
2026-01-05 15:10:00,Cell_01,-87.76,18.64,85.47,181.41,0.56,104
2026-01-05 15:15:00,Cell_01,-89.56,19.53,77.01,178.58,0.84,104
2026-01-05 15:20:00,Cell_01,-80.26,16.2,76.75,156.82,0.91,96
2026-01-05 15:25:00,Cell_01,-86.38,17.13,75.26,179.57,1.21,102
2026-01-05 15:30:00,Cell_01,-88.75,15.43,80.65,169.81,0.7,110
2026-01-05 15:35:00,Cell_01,-88.05,18.4,77.18,176.27,0.64,103
2026-01-05 15:40:00,Cell_01,-86.27,15.12,81.86,173.7,1.15,115
2026-01-05 15:45:00,Cell_01,-88.25,16.28,84.92,187.0,0.99,117
2026-01-05 15:50:00,Cell_01,-83.49,18.53,95.49,240.28,1.22,132
2026-01-05 15:55:00,Cell_01,-85.54,17.12,105.2,222.14,0.89,130
2026-01-05 16:00:00,Cell_01,-89.72,15.95,94.27,183.11,0.79,120
2026-01-05 16:05:00,Cell_01,-88.27,16.35,95.11,206.81,1.71,131
2026-01-05 16:10:00,Cell_01,-87.83,16.87,90.55,208.54,1.11,123
2026-01-05 16:15:00,Cell_01,-85.31,15.34,91.48,199.69,0.54,121
2026-01-05 16:20:00,Cell_01,-84.4,16.7,95.26,212.8,0.8,118
2026-01-05 16:25:00,Cell_01,-89.5,19.38,99.52,231.91,1.07,127
2026-01-05 16:30:00,Cell_01,-83.92,17.09,106.81,219.24,1.2,134
2026-01-05 16:35:00,Cell_01,-84.51,17.22,87.34,200.46,0.78,117
2026-01-05 16:40:00,Cell_01,-85.37,16.13,102.71,241.31,1.07,142
2026-01-05 16:45:00,Cell_01,-86.0,14.57,86.96,196.04,0.87,131
2026-01-05 16:50:00,Cell_01,-85.36,19.74,99.27,265.48,0.98,142
2026-01-05 16:55:00,Cell_01,-88.33,17.85,94.32,253.82,0.84,141
2026-01-05 17:00:00,Cell_01,-84.46,19.98,106.52,279.02,1.41,152
2026-01-05 17:05:00,Cell_01,-88.25,12.6,106.04,217.07,1.58,149
2026-01-05 17:10:00,Cell_01,-87.65,13.5,106.83,204.79,1.21,143
2026-01-05 17:15:00,Cell_01,-87.51,15.83,105.36,235.8,1.41,140
2026-01-05 17:20:00,Cell_01,-84.05,14.69,113.46,232.52,1.02,154
2026-01-05 17:25:00,Cell_01,-84.89,15.94,115.0,260.52,1.25,159
2026-01-05 17:30:00,Cell_01,-87.81,15.33,123.17,262.01,1.46,164
2026-01-05 17:35:00,Cell_01,-87.36,17.17,108.04,262.27,1.53,150
2026-01-05 17:40:00,Cell_01,-85.56,17.9,112.96,298.67,1.55,172
2026-01-05 17:45:00,Cell_01,-84.99,18.3,123.49,317.65,1.23,177
2026-01-05 17:50:00,Cell_01,-87.21,15.98,114.71,272.34,1.65,164
2026-01-05 17:55:00,Cell_01,-84.94,18.37,126.92,306.83,1.68,170
2026-01-05 18:00:00,Cell_01,-103.96,10.72,191.39,185.95,3.77,174
2026-01-05 18:05:00,Cell_01,-91.02,13.77,115.47,275.81,1.57,177
2026-01-05 18:10:00,Cell_01,-86.63,16.37,115.08,324.99,1.31,185
2026-01-05 18:15:00,Cell_01,-84.92,15.64,118.23,279.55,1.35,172
2026-01-05 18:20:00,Cell_01,-90.13,16.91,127.85,304.25,1.37,177
2026-01-05 18:25:00,Cell_01,-80.91,17.37,123.92,297.43,1.76,176
2026-01-05 18:30:00,Cell_01,-88.96,15.2,133.57,298.33,1.57,187
2026-01-05 18:35:00,Cell_01,-93.41,15.08,126.9,295.28,1.89,180
2026-01-05 18:40:00,Cell_01,-90.3,15.68,137.03,312.64,1.8,195
2026-01-05 18:45:00,Cell_01,-84.61,16.46,123.96,290.97,1.65,175
2026-01-05 18:50:00,Cell_01,-89.98,15.08,127.11,269.17,1.33,178
2026-01-05 18:55:00,Cell_01,-86.34,12.92,128.5,269.29,1.68,184
2026-01-05 19:00:00,Cell_01,-93.21,16.78,111.91,288.45,1.32,174
2026-01-05 19:05:00,Cell_01,-93.88,8.45,151.94,178.17,6.06,171
2026-01-05 19:10:00,Cell_01,-85.9,13.52,121.19,289.91,1.76,192
2026-01-05 19:15:00,Cell_01,-88.06,16.3,127.75,284.3,1.83,173
2026-01-05 19:20:00,Cell_01,-83.7,14.63,128.61,279.53,1.79,170
2026-01-05 19:25:00,Cell_01,-87.95,17.64,104.7,277.3,1.16,156
2026-01-05 19:30:00,Cell_01,-93.01,17.08,121.63,315.29,1.67,180
2026-01-05 19:35:00,Cell_01,-91.1,16.42,113.75,282.76,1.37,178
2026-01-05 19:40:00,Cell_01,-89.82,18.21,123.51,313.15,1.62,177
2026-01-05 19:45:00,Cell_01,-87.12,16.58,113.97,282.86,1.38,178
2026-01-05 19:50:00,Cell_01,-88.14,16.39,122.3,283.95,1.22,177
2026-01-05 19:55:00,Cell_01,-86.69,13.97,116.92,239.57,1.51,159
2026-01-05 20:00:00,Cell_01,-100.07,9.71,165.84,134.6,7.77,160
2026-01-05 20:05:00,Cell_01,-88.21,20.07,117.32,304.38,1.11,169
2026-01-05 20:10:00,Cell_01,-85.66,15.25,113.6,261.97,1.04,165
2026-01-05 20:15:00,Cell_01,-87.52,16.71,113.39,271.67,0.96,163
2026-01-05 20:20:00,Cell_01,-85.7,17.87,107.33,275.58,1.28,159
2026-01-05 20:25:00,Cell_01,-89.01,16.79,111.27,273.22,0.94,160
2026-01-05 20:30:00,Cell_01,-86.85,16.36,110.11,240.37,1.46,154
2026-01-05 20:35:00,Cell_01,-92.51,17.81,106.43,279.89,1.07,159
2026-01-05 20:40:00,Cell_01,-88.85,17.13,108.34,259.63,0.78,161
2026-01-05 20:45:00,Cell_01,-82.6,16.23,114.09,265.75,1.52,164
2026-01-05 20:50:00,Cell_01,-83.56,14.86,105.92,225.62,1.33,147
2026-01-05 20:55:00,Cell_01,-85.73,19.0,107.29,269.79,1.66,150
2026-01-05 21:00:00,Cell_01,-102.46,13.45,137.3,177.8,5.39,138
2026-01-05 21:05:00,Cell_01,-86.0,16.96,97.07,239.22,1.16,146
2026-01-05 21:10:00,Cell_01,-82.71,18.91,113.1,271.58,1.6,155
2026-01-05 21:15:00,Cell_01,-83.6,16.58,92.66,229.93,1.18,137
2026-01-05 21:20:00,Cell_01,-86.35,16.73,106.48,236.42,1.22,141
2026-01-05 21:25:00,Cell_01,-88.89,14.67,102.87,209.37,1.18,139
2026-01-05 21:30:00,Cell_01,-83.63,16.12,101.71,212.59,1.38,130
2026-01-05 21:35:00,Cell_01,-98.76,14.62,146.26,148.7,5.53,111
2026-01-05 21:40:00,Cell_01,-87.26,16.22,103.9,226.27,1.49,132
2026-01-05 21:45:00,Cell_01,-86.26,16.16,82.69,181.89,0.83,111
2026-01-05 21:50:00,Cell_01,-82.93,15.79,92.47,185.52,1.24,114
2026-01-05 21:55:00,Cell_01,-84.49,18.85,83.46,224.44,0.72,123
2026-01-05 22:00:00,Cell_01,-81.94,17.06,93.32,194.24,0.98,114
2026-01-05 22:05:00,Cell_01,-89.99,16.53,92.98,211.81,1.39,123
2026-01-05 22:10:00,Cell_01,-83.65,18.66,83.1,180.71,1.03,102
2026-01-05 22:15:00,Cell_01,-85.27,18.59,82.86,181.43,0.78,107
2026-01-05 22:20:00,Cell_01,-87.21,19.0,84.04,194.28,0.46,110
2026-01-05 22:25:00,Cell_01,-85.08,18.06,96.49,199.05,0.9,111
2026-01-05 22:30:00,Cell_01,-87.19,16.19,85.16,162.37,1.27,98
2026-01-05 22:35:00,Cell_01,-87.06,14.74,81.26,195.12,0.62,119
2026-01-05 22:40:00,Cell_01,-86.01,15.82,85.57,164.44,0.9,101
2026-01-05 22:45:00,Cell_01,-87.21,18.27,71.05,163.39,0.08,91
2026-01-05 22:50:00,Cell_01,-87.32,18.76,68.46,151.69,0.62,88
2026-01-05 22:55:00,Cell_01,-85.19,17.98,74.94,162.61,0.07,101
2026-01-05 23:00:00,Cell_01,-84.69,17.56,81.65,168.79,1.27,105
2026-01-05 23:05:00,Cell_01,-89.51,19.71,65.17,163.63,0.29,89
2026-01-05 23:10:00,Cell_01,-84.63,17.05,74.89,158.94,0.96,90
2026-01-05 23:15:00,Cell_01,-87.3,15.96,85.0,173.46,0.45,111
2026-01-05 23:20:00,Cell_01,-84.19,16.26,68.72,119.29,1.16,74
2026-01-05 23:25:00,Cell_01,-86.78,16.66,75.87,136.69,0.59,85
2026-01-05 23:30:00,Cell_01,-87.61,17.29,77.4,144.1,0.33,88
2026-01-05 23:35:00,Cell_01,-83.06,19.75,71.1,156.98,0.61,79
2026-01-05 23:40:00,Cell_01,-89.2,18.76,65.37,124.58,0.56,74
2026-01-05 23:45:00,Cell_01,-83.0,18.07,73.94,150.82,0.53,88
2026-01-05 23:50:00,Cell_01,-84.97,18.18,84.0,166.84,1.05,98
2026-01-05 23:55:00,Cell_01,-82.21,19.78,68.43,150.18,0.81,80
2026-01-06 00:00:00,Cell_01,-84.13,16.14,51.54,100.47,0.16,57
2026-01-06 00:05:00,Cell_01,-85.06,18.33,57.41,110.93,0.19,63
2026-01-06 00:10:00,Cell_01,-84.19,18.14,44.13,87.73,0.13,48
2026-01-06 00:15:00,Cell_01,-97.88,12.18,122.65,84.72,3.76,70
2026-01-06 00:20:00,Cell_01,-85.6,19.54,48.46,95.07,0.24,48
2026-01-06 00:25:00,Cell_01,-81.3,17.87,63.53,74.81,0.29,54
2026-01-06 00:30:00,Cell_01,-84.94,17.92,57.53,119.35,0.34,74
2026-01-06 00:35:00,Cell_01,-85.48,18.4,63.05,100.51,0.53,65
2026-01-06 00:40:00,Cell_01,-86.56,18.35,61.82,108.87,0.47,63
2026-01-06 00:45:00,Cell_01,-83.13,20.66,57.12,97.43,0.63,51
2026-01-06 00:50:00,Cell_01,-83.51,20.26,60.09,111.16,0.32,57
2026-01-06 00:55:00,Cell_01,-84.3,20.09,59.25,96.9,0.4,62
2026-01-06 01:00:00,Cell_01,-86.16,17.83,66.9,131.39,0.7,67
2026-01-06 01:05:00,Cell_01,-79.14,19.6,51.55,106.17,0.42,61
2026-01-06 01:10:00,Cell_01,-82.78,18.3,56.36,97.87,0.21,53
2026-01-06 01:15:00,Cell_01,-85.15,17.78,56.05,111.58,0.7,59
2026-01-06 01:20:00,Cell_01,-91.3,20.04,52.02,103.47,0.14,57
2026-01-06 01:25:00,Cell_01,-84.12,20.0,63.05,137.94,0.39,72
2026-01-06 01:30:00,Cell_01,-81.89,17.93,65.32,120.15,0.43,68
2026-01-06 01:35:00,Cell_01,-84.6,19.5,49.57,114.58,0.1,57
2026-01-06 01:40:00,Cell_01,-85.7,17.7,64.82,106.56,0.48,68
2026-01-06 01:45:00,Cell_01,-81.32,17.07,64.81,96.86,0.54,61
2026-01-06 01:50:00,Cell_01,-84.36,17.89,66.56,120.0,0.82,65
2026-01-06 01:55:00,Cell_01,-85.41,17.14,68.76,121.22,0.72,72
2026-01-06 02:00:00,Cell_01,-84.07,17.47,65.0,113.06,0.5,69
2026-01-06 02:05:00,Cell_01,-85.62,20.5,62.05,119.12,0.29,69
2026-01-06 02:10:00,Cell_01,-79.64,18.73,48.31,99.3,0.0,59
2026-01-06 02:15:00,Cell_01,-84.59,15.37,62.04,92.29,0.87,58
2026-01-06 02:20:00,Cell_01,-86.13,18.78,64.76,92.46,0.53,57
2026-01-06 02:25:00,Cell_01,-84.63,18.71,58.85,126.41,0.26,74
2026-01-06 02:30:00,Cell_01,-83.66,16.96,55.06,120.66,0.0,67
2026-01-06 02:35:00,Cell_01,-79.95,17.44,59.15,126.97,0.43,77
2026-01-06 02:40:00,Cell_01,-82.1,18.02,58.9,123.54,0.54,68
2026-01-06 02:45:00,Cell_01,-83.36,18.45,53.45,123.49,0.05,66
2026-01-06 02:50:00,Cell_01,-84.87,18.15,54.86,103.67,0.59,53
2026-01-06 02:55:00,Cell_01,-83.73,19.55,56.79,117.87,0.0,59
2026-01-06 03:00:00,Cell_01,-89.98,20.99,55.37,121.65,0.07,61
2026-01-06 03:05:00,Cell_01,-86.47,17.55,58.35,95.8,0.7,55
2026-01-06 03:10:00,Cell_01,-81.65,17.49,56.29,93.88,0.16,63
2026-01-06 03:15:00,Cell_01,-85.15,19.44,47.72,118.04,0.0,57
2026-01-06 03:20:00,Cell_01,-86.25,19.45,57.13,117.34,0.56,65
2026-01-06 03:25:00,Cell_01,-86.28,18.78,58.99,112.9,0.28,64
2026-01-06 03:30:00,Cell_01,-81.72,20.22,58.77,127.31,0.67,66
2026-01-06 03:35:00,Cell_01,-84.09,18.93,69.6,150.05,0.54,82
2026-01-06 03:40:00,Cell_01,-81.49,18.73,60.77,118.06,0.11,68
2026-01-06 03:45:00,Cell_01,-81.68,18.89,57.41,110.39,0.19,60
2026-01-06 03:50:00,Cell_01,-84.41,19.65,65.3,152.89,0.63,77
2026-01-06 03:55:00,Cell_01,-84.46,19.4,54.73,100.18,0.29,57
2026-01-06 04:00:00,Cell_01,-82.57,18.35,52.21,86.87,0.46,52
2026-01-06 04:05:00,Cell_01,-81.58,20.13,58.57,129.83,0.53,66
2026-01-06 04:10:00,Cell_01,-88.02,15.67,59.49,97.79,0.13,60
2026-01-06 04:15:00,Cell_01,-80.97,18.84,64.14,111.86,0.67,67
2026-01-06 04:20:00,Cell_01,-83.71,17.2,53.76,104.47,0.75,56
2026-01-06 04:25:00,Cell_01,-80.77,17.08,59.83,112.55,0.26,67
2026-01-06 04:30:00,Cell_01,-84.31,19.27,51.9,103.88,0.54,58
2026-01-06 04:35:00,Cell_01,-87.34,17.17,59.38,106.59,0.62,60
2026-01-06 04:40:00,Cell_01,-81.84,17.7,50.8,107.23,0.12,61
2026-01-06 04:45:00,Cell_01,-82.17,15.16,58.79,95.84,0.84,63
2026-01-06 04:50:00,Cell_01,-81.91,17.16,65.86,121.38,0.17,73
2026-01-06 04:55:00,Cell_01,-83.42,17.83,70.8,136.67,0.82,78
2026-01-06 05:00:00,Cell_01,-81.51,18.95,63.9,137.47,0.42,80
2026-01-06 05:05:00,Cell_01,-82.79,20.35,53.52,113.69,0.11,58
2026-01-06 05:10:00,Cell_01,-83.34,19.09,57.84,135.48,0.45,70
2026-01-06 05:15:00,Cell_01,-82.32,19.59,66.18,141.7,0.51,71
2026-01-06 05:20:00,Cell_01,-80.75,18.05,61.39,109.21,0.14,60
2026-01-06 05:25:00,Cell_01,-84.21,17.09,76.63,141.73,0.96,84
2026-01-06 05:30:00,Cell_01,-82.56,17.66,77.02,137.62,0.86,85
2026-01-06 05:35:00,Cell_01,-76.74,18.2,60.11,122.62,0.87,73
2026-01-06 05:40:00,Cell_01,-84.35,19.63,72.56,149.66,0.73,85
2026-01-06 05:45:00,Cell_01,-86.33,18.11,56.85,125.34,0.58,79
2026-01-06 05:50:00,Cell_01,-82.58,20.06,76.44,145.96,0.85,76
2026-01-06 05:55:00,Cell_01,-88.01,19.34,66.07,126.38,0.54,80
2026-01-06 06:00:00,Cell_01,-80.06,19.65,64.45,134.46,0.19,76
2026-01-06 06:05:00,Cell_01,-89.68,18.17,73.27,142.49,0.65,79
2026-01-06 06:10:00,Cell_01,-85.34,18.61,81.25,166.92,0.45,96
2026-01-06 06:15:00,Cell_01,-86.14,19.88,69.84,134.17,0.99,75
2026-01-06 06:20:00,Cell_01,-83.86,17.89,84.25,164.69,0.71,91
2026-01-06 06:25:00,Cell_01,-82.24,19.63,57.22,139.27,0.21,78
2026-01-06 06:30:00,Cell_01,-84.59,17.09,74.57,155.98,0.84,87
2026-01-06 06:35:00,Cell_01,-84.07,16.4,79.56,155.81,1.07,92
2026-01-06 06:40:00,Cell_01,-86.93,17.32,70.04,143.61,0.33,83
2026-01-06 06:45:00,Cell_01,-92.49,17.89,76.33,152.84,0.48,77
2026-01-06 06:50:00,Cell_01,-88.19,16.25,69.74,135.37,0.67,83
2026-01-06 06:55:00,Cell_01,-85.13,16.17,68.11,140.88,0.74,92
2026-01-06 07:00:00,Cell_01,-85.06,16.18,67.76,150.13,0.74,83
2026-01-06 07:05:00,Cell_01,-84.99,18.5,76.86,162.7,0.4,91
2026-01-06 07:10:00,Cell_01,-84.49,18.89,79.54,178.09,0.94,96
2026-01-06 07:15:00,Cell_01,-86.01,17.43,84.15,199.91,0.53,112
2026-01-06 07:20:00,Cell_01,-88.59,18.15,72.95,190.8,0.92,102
2026-01-06 07:25:00,Cell_01,-80.97,16.99,84.91,173.5,0.45,102
2026-01-06 07:30:00,Cell_01,-81.09,15.59,79.21,169.9,0.52,107
2026-01-06 07:35:00,Cell_01,-87.17,16.58,82.03,175.94,0.51,108
2026-01-06 07:40:00,Cell_01,-87.67,17.52,81.62,188.02,0.78,108
2026-01-06 07:45:00,Cell_01,-89.08,15.54,100.14,196.45,1.05,127
2026-01-06 07:50:00,Cell_01,-86.51,17.79,92.46,226.66,1.28,128
2026-01-06 07:55:00,Cell_01,-87.84,16.21,89.13,197.58,0.85,125
2026-01-06 08:00:00,Cell_01,-87.33,18.21,85.26,207.71,0.77,116
2026-01-06 08:05:00,Cell_01,-88.57,15.77,88.54,200.72,1.02,129
2026-01-06 08:10:00,Cell_01,-83.95,20.11,95.2,242.12,0.74,130
2026-01-06 08:15:00,Cell_01,-84.68,15.33,93.68,199.82,1.07,123
2026-01-06 08:20:00,Cell_01,-81.53,15.12,83.76,217.24,1.02,133
2026-01-06 08:25:00,Cell_01,-89.55,16.65,82.81,211.05,0.75,122
2026-01-06 08:30:00,Cell_01,-85.79,14.88,109.23,215.36,1.49,139
2026-01-06 08:35:00,Cell_01,-87.03,16.07,91.46,194.96,1.34,127
2026-01-06 08:40:00,Cell_01,-86.2,19.86,101.97,240.97,1.04,130
2026-01-06 08:45:00,Cell_01,-88.56,16.41,93.6,226.48,1.03,132
2026-01-06 08:50:00,Cell_01,-83.74,16.9,85.36,214.87,0.79,128
2026-01-06 08:55:00,Cell_01,-85.73,17.9,105.22,246.77,1.55,147
2026-01-06 09:00:00,Cell_01,-85.17,16.81,98.72,238.16,1.57,143
2026-01-06 09:05:00,Cell_01,-87.93,16.55,104.0,235.06,1.41,140
2026-01-06 09:10:00,Cell_01,-86.27,14.35,92.85,195.48,1.14,128
2026-01-06 09:15:00,Cell_01,-80.72,16.52,87.23,212.95,1.17,126
2026-01-06 09:20:00,Cell_01,-91.74,16.6,100.82,240.9,1.46,140
2026-01-06 09:25:00,Cell_01,-82.77,16.66,100.29,228.3,1.17,136
2026-01-06 09:30:00,Cell_01,-90.31,18.78,106.26,263.73,1.2,140
2026-01-06 09:35:00,Cell_01,-81.97,15.58,106.05,204.11,1.63,138
2026-01-06 09:40:00,Cell_01,-84.25,16.32,107.64,231.92,1.44,150
2026-01-06 09:45:00,Cell_01,-87.46,15.08,112.84,219.0,1.85,143
2026-01-06 09:50:00,Cell_01,-89.53,17.27,97.1,261.98,1.21,145
2026-01-06 09:55:00,Cell_01,-83.04,19.18,109.22,264.98,1.34,147
2026-01-06 10:00:00,Cell_01,-85.43,16.65,102.98,237.53,1.09,146
2026-01-06 10:05:00,Cell_01,-86.06,17.72,102.41,246.38,1.58,146
2026-01-06 10:10:00,Cell_01,-87.48,17.99,109.77,261.26,1.33,144
2026-01-06 10:15:00,Cell_01,-85.35,15.44,108.67,263.77,1.66,157
2026-01-06 10:20:00,Cell_01,-85.31,17.7,96.09,256.62,1.44,136
2026-01-06 10:25:00,Cell_01,-86.99,16.65,100.26,216.0,1.39,134
2026-01-06 10:30:00,Cell_01,-87.2,16.54,106.45,232.07,1.33,138
2026-01-06 10:35:00,Cell_01,-86.38,18.15,109.22,251.27,1.35,137
2026-01-06 10:40:00,Cell_01,-85.48,15.24,111.65,207.1,1.44,130
2026-01-06 10:45:00,Cell_01,-88.26,15.1,108.43,242.49,1.39,142
2026-01-06 10:50:00,Cell_01,-82.94,17.0,112.45,207.51,1.42,137
2026-01-06 10:55:00,Cell_01,-85.91,17.42,98.6,245.69,1.19,145
2026-01-06 11:00:00,Cell_01,-88.44,18.41,95.55,230.34,0.98,132
2026-01-06 11:05:00,Cell_01,-87.69,17.22,98.99,213.43,1.59,124
2026-01-06 11:10:00,Cell_01,-87.31,15.6,105.48,228.11,1.45,141
2026-01-06 11:15:00,Cell_01,-84.65,18.47,97.44,241.45,0.9,132
2026-01-06 11:20:00,Cell_01,-85.8,17.55,92.33,207.78,1.07,127
2026-01-06 11:25:00,Cell_01,-87.42,15.66,100.11,215.9,0.94,133
2026-01-06 11:30:00,Cell_01,-88.53,14.38,95.51,192.15,0.74,132
2026-01-06 11:35:00,Cell_01,-90.31,16.13,103.49,245.86,1.12,139
2026-01-06 11:40:00,Cell_01,-82.28,16.03,89.06,205.58,0.98,129
2026-01-06 11:45:00,Cell_01,-88.51,18.48,93.53,210.9,0.63,121
2026-01-06 11:50:00,Cell_01,-87.05,20.25,87.06,221.18,1.72,114
2026-01-06 11:55:00,Cell_01,-90.35,16.43,97.24,203.74,1.11,129
2026-01-06 12:00:00,Cell_01,-87.86,17.28,87.43,223.75,0.74,127
2026-01-06 12:05:00,Cell_01,-82.72,16.65,87.74,201.8,1.01,122
2026-01-06 12:10:00,Cell_01,-86.22,17.92,83.84,194.5,0.97,114
2026-01-06 12:15:00,Cell_01,-88.76,18.91,83.25,196.33,0.84,111
2026-01-06 12:20:00,Cell_01,-85.61,16.66,80.45,180.87,0.51,110
2026-01-06 12:25:00,Cell_01,-89.56,18.21,92.57,206.97,1.09,114
2026-01-06 12:30:00,Cell_01,-87.16,15.39,103.08,189.93,1.65,126
2026-01-06 12:35:00,Cell_01,-86.45,19.11,72.37,178.14,1.19,104
2026-01-06 12:40:00,Cell_01,-86.4,17.88,81.85,181.38,0.85,111
2026-01-06 12:45:00,Cell_01,-86.55,16.98,77.22,171.68,0.28,104
2026-01-06 12:50:00,Cell_01,-89.04,17.51,79.34,175.1,0.24,103
